Name,Points,Status,Pattern,Tags,Pomos (25 mins),Do Date,Source,Related To,Relates,Created Time,Problem Statement,Last edited time,Day Completed
Closest Room - LeetCode,2000,waiting,,,,,https://leetcode.com/problems/closest-room/,,,"May 11, 2021 8:50 AM",,"May 23, 2021 8:53 AM",
Minimum Number of Swaps to Make the Binary String Alternating - LeetCode,1500,done,"https://www.notion.so/String-31fee88325084b2db1f8d82cce81360c, https://www.notion.so/Construction-baf5eaaa0bc4494fa78ad7ee1cd5efda",,2,,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating/,,,"May 16, 2021 9:23 AM",,"May 16, 2021 9:30 AM",https://www.notion.so/17-May-21-Monday-e59b42d68145406195040c6d206d286b
Finding Pairs With a Certain Sum - LeetCode,1500,done,https://www.notion.so/Hashing-dc1f706a2c0b4b5eb6ee200a3ab1ae98,,1,,https://leetcode.com/problems/finding-pairs-with-a-certain-sum/,,,"May 16, 2021 9:31 AM",,"May 16, 2021 9:32 AM",https://www.notion.so/17-May-21-Monday-e59b42d68145406195040c6d206d286b
D - Game in Momotetsu World,1800,waiting,"https://www.notion.so/Game-57daa1c1ff304788a98330e9b7ded48c, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee",,,,https://atcoder.jp/contests/abc201/tasks/abc201_d,,,"May 19, 2021 8:59 AM",,"May 23, 2021 8:53 AM",
Longest Sequence of words,,waiting,https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee,google,,"Apr 02, 2021",https://leetcode.com/discuss/interview-question/1138514/google-bangalore-onsite-backed-engineer-rejected,,,"May 19, 2021 9:36 AM",,"May 23, 2021 8:53 AM",
Rotating the Box - LeetCode,1500,ok,"https://www.notion.so/Greedy-ea1f204b1d0b40e89fdb87f6dc8055d3, https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Rearrange-aa0f5fc6b69d46c2b136548102c6f0d4",,,,https://leetcode.com/problems/rotating-the-box/,,,"May 19, 2021 10:05 AM",,"May 31, 2021 9:50 AM",
Who wins,1600,waiting,https://www.notion.so/Game-57daa1c1ff304788a98330e9b7ded48c,,,,"snehith ",,,"May 20, 2021 9:51 AM",,"May 20, 2021 9:56 AM",
Sort List - LeetCode,1500,done,"https://www.notion.so/Sorting-Algorithms-5c0a4b35496f4ead9e9b40f16582d479, https://www.notion.so/Divide-and-Conquer-49f51e54b0a542ebbcd5ea22a2b7c6b9",,,,https://leetcode.com/problems/sort-list/,,,"May 20, 2021 9:57 AM",,"May 20, 2021 10:00 AM",
Jump Game VII - LeetCode,1700,ok,"https://www.notion.so/BFS-64f502c16c04413cb7e65786ad3a4f0d, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee",,,,https://leetcode.com/problems/jump-game-vii/,,,"May 25, 2021 9:19 AM",,"May 31, 2021 9:49 AM",https://www.notion.so/1-June-21-Tuesday-ffcc3cd580b9487598bde6a4408597cf
3 different types of tickets,1500,done,"https://www.notion.so/Array-af1fbf6be3da4abfadba9d43c8017242, https://www.notion.so/Dp-71e29475df134130a63445f5437e90ee","interview, mathisys",,"Dec 07, 2020",,,,"May 27, 2021 4:09 PM",You have 3 types of tickets. First one costs 2 rupees for one day. Second one is 3 rupees for 2 days. Third one is 7 rupees for 7 days. You are given a boolean array which denotes whether the person will use the ticket or not on that particular day. What is the minimum cost required for all the days?,"May 27, 2021 4:09 PM",
